51.51509	-0.133648
51.49912	-0.164439
51.406025	0.013156
51.376165	-0.098234
51.525026	-0.3415
51.505203	-0.224475
51.596482	-0.108943
51.580559	-0.341995
51.577076	0.178319
51.5485	-0.479611
51.460922	-0.373149
51.41233	-0.300689
51.556619	0.076251
51.361428	-0.193961
51.536563	0.075766
51.615786	-0.262034
51.453341	0.13822
51.550501	-0.304841
51.537076	-0.191135
51.374843	0.094214
51.539011	-0.142555
51.511073	-0.377232
51.652299	-0.080712
51.451169	0.052639
51.489475	0.067588
51.547623	-0.070113
51.477343	-0.201682
51.491188	-0.223731
51.487627	-0.267173
51.534403	-0.10623
51.516918	-0.068463
51.499766	-0.196499
51.485069	-0.174565
51.461279	-0.115615
51.427871	-0.124058
51.444641	-0.020106
51.441458	-0.011701
51.418339	-0.220629
51.528737	0.055472
51.550174	-0.003371
51.461311	-0.303742
51.474191	-0.069137
51.505431	-0.023533
51.590177	-0.017344
51.465174	-0.170811
51.460574	-0.21718
51.420845	-0.168075
51.457072	-0.181782
51.514628	-0.188005
